"REF_DATE","GEO","DGUID","Sex","Pre-admission experience","Immigrant admission category","Years since admission","Income type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total count","Persons","249","units","0","v1035361483","1.1.1.3.1.6.1","35420","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total count","Persons","249","units","0","v1035361483","1.1.1.3.1.6.1","35820","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total count","Persons","249","units","0","v1035361483","1.1.1.3.1.6.1","36950","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total count","Persons","249","units","0","v1035361483","1.1.1.3.1.6.1","44045","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","17615","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","16255","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","18765","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","19565","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","20550","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","21290","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","22105","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","20940","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","19195","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","17825","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","16745","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","17360","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","20665","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","21025","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","21865","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Total with income","Persons","249","units","0","v1035361484","1.1.1.3.1.6.2","27715","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","16200","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","15100","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","13800","","","","0"
"2004","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","13200","","","","0"
"2005","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","14100","","","","0"
"2006","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","14400","","","","0"
"2007","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","14900","","","","0"
"2008","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","16300","","","","0"
"2009","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","15600","","","","0"
"2010","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","14600","","","","0"
"2011","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","15300","","","","0"
"2012","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","17000","","","","0"
"2013","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","18600","","","","0"
"2014","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","18400","","","","0"
"2015","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","19000","","","","0"
"2016","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Mean with income","Dollars","81","units","0","v1035361485","1.1.1.3.1.6.3","20000","","","","0"
"2001","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035361486","1.1.1.3.1.6.4","10500","","","","0"
"2002","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035361486","1.1.1.3.1.6.4","9900","","","","0"
"2003","Canada","2016A000011124","Both sexes","Total - pre-admission experience","Sponsored spouse or partner","0 years since admission","All income","Median with income","Dollars","81","units","0","v1035361486","1.1.1.3.1.6.4","7900","","","","0"
